2023-03-16 19:55:07.876035 [INFO   ] [APP] application started
2023-03-17 00:00:33.595295 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:33.595302 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:33.595308 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10000; bid prices: 146200; bid volumes: 10000
2023-03-17 00:00:33.595376 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:33.595485 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:33.595497 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:33.874922 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:33.874960 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:33.874974 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 13400; bid prices: 146800; bid volumes: 5000
2023-03-17 00:00:33.874997 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:33.875007 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:33.875012 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146200; bid volumes: 10000
2023-03-17 00:00:33.875072 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:33.875233 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:33.875243 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:34.097616 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.097656 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:00:34.097672 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146300; bid volumes: 19
2023-03-17 00:00:34.114793 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.114810 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.114816 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 15130; bid prices: 146800; bid volumes: 2000
2023-03-17 00:00:34.114835 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.114845 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.114851 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 9981
2023-03-17 00:00:34.114905 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:34.115864 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:34.115879 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:34.366035 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.366078 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.366091 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12400; bid prices: 146700; bid volumes: 4000
2023-03-17 00:00:34.366121 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.366130 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.366136 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146100; bid volumes: 10000
2023-03-17 00:00:34.366201 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:34.366849 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:34.366863 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:34.586085 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.586123 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.586136 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 13400; bid prices: 146700; bid volumes: 5000
2023-03-17 00:00:34.586155 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.586159 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.586163 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146100; bid volumes: 10000
2023-03-17 00:00:34.586216 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:34.595524 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:34.595557 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:34.799934 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.799971 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:00:34.799982 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146800; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-17 00:00:34.837149 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.837181 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.837196 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9000; bid prices: 146800; bid volumes: 14000
2023-03-17 00:00:34.837219 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:34.837228 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:34.837234 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146200; bid volumes: 10000
2023-03-17 00:00:34.837295 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:34.837957 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:34.837971 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:35.109727 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.109765 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:35.109777 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 9400; bid prices: 147000; bid volumes: 3000
2023-03-17 00:00:35.109801 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.109811 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:35.109819 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 10000
2023-03-17 00:00:35.109876 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:35.109983 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:35.109993 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:35.387341 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.387383 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:35.387394 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 3000
2023-03-17 00:00:35.387416 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.387426 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:35.387434 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 84
2023-03-17 00:00:35.387498 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:35.387524 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:35.387731 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-17 00:00:35.387743 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-17 00:00:35.387766 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:00:35.387775 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:00:35.646902 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.646944 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:35.646956 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 1000; bid prices: 146600; bid volumes: 12770
2023-03-17 00:00:35.646986 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.647001 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:00:35.647008 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 84
2023-03-17 00:00:35.647061 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:35.647085 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:00:35.647201 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:00:35.647214 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:00:35.647222 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146800; bid volumes: 10
2023-03-17 00:00:35.650052 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-17 00:00:35.650077 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-17 00:00:35.650086 [INFO   ] [AUTO] order 22 filled for 16 lots at $147000 cents2023-03-17 00:02:08.189570 [INFO   ] [APP] application started
2023-03-17 00:02:08.189593 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-17 00:02:08.189823 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-17 00:02:08.189924 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-17 00:02:08.189963 [INFO   ] [BASE] logging in with teamname='TraderOne' and secret='secret'
2023-03-17 00:02:08.190067 [DEBUG  ] [CON] 'Exec' sent 103 bytes
2023-03-17 00:02:12.615168 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:12.615198 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:12.615220 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 1000; bid prices: 146900; bid volumes: 13000
2023-03-17 00:02:12.615230 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:12.615237 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:12.615246 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-17 00:02:12.864754 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:12.864785 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:12.864798 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 13000
2023-03-17 00:02:12.864808 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:12.864817 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:12.864825 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:13.117570 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.117601 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.117623 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10400; bid prices: 146900; bid volumes: 450
2023-03-17 00:02:13.117633 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.117638 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.117646 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:13.357708 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.357753 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.357765 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9410; bid prices: 146900; bid volumes: 3450
2023-03-17 00:02:13.357775 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.357780 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.357785 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:13.398724 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.398754 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:02:13.398765 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147600; ask volumes: 121; bid prices: 0; bid volumes: 0
2023-03-17 00:02:13.607152 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.607187 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:02:13.607198 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-17 00:02:13.639346 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.639380 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.639394 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147300; ask volumes: 6000; bid prices: 147000; bid volumes: 6000
2023-03-17 00:02:13.639405 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.639410 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.639416 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:13.639539 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:13.643422 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:13.643456 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:13.842310 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.842350 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.842362 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1000; bid prices: 147000; bid volumes: 7740
2023-03-17 00:02:13.842375 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:13.842381 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:13.842387 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146600; bid volumes: 10000
2023-03-17 00:02:13.842463 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:13.843200 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:13.843216 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:14.116168 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.116207 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.116222 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 20; bid prices: 147000; bid volumes: 2900
2023-03-17 00:02:14.116231 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.116242 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.116246 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146500; bid volumes: 10000
2023-03-17 00:02:14.116306 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:14.116777 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:14.116792 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:14.335297 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.335330 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.335344 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 20; bid prices: 147000; bid volumes: 3900
2023-03-17 00:02:14.335356 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.335362 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.335368 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:14.335444 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:14.337612 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:14.337632 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:14.611045 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.611083 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.611095 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9420; bid prices: 147000; bid volumes: 900
2023-03-17 00:02:14.611103 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.611106 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.611109 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:14.611193 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:14.617283 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:14.617301 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:14.617485 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.617497 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:02:14.617508 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 900
2023-03-17 00:02:14.755105 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.755133 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:02:14.755143 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146900; bid volumes: 500
2023-03-17 00:02:14.876918 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.876953 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.876962 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 13400; bid prices: 146900; bid volumes: 4000
2023-03-17 00:02:14.876975 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:14.876981 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:14.876992 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-17 00:02:14.877061 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:14.880694 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:14.880709 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:15.104398 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.104431 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:02:15.104445 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146400; bid volumes: 71
2023-03-17 00:02:15.116560 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.116587 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.116594 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 2000
2023-03-17 00:02:15.116606 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.116610 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.116615 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 9929
2023-03-17 00:02:15.116693 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:15.117134 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:15.117153 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:15.380523 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.380554 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.380567 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-17 00:02:15.380577 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.380581 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.380586 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146200; bid volumes: 10000
2023-03-17 00:02:15.380654 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:15.380757 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:15.380768 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:15.655432 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.655470 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.655496 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-17 00:02:15.655507 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.655510 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.655513 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146200; bid volumes: 10000
2023-03-17 00:02:15.655584 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:15.656835 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:15.656851 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:15.888586 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.888616 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.888633 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146900; bid volumes: 5000
2023-03-17 00:02:15.888644 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:15.888649 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:15.888659 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146300; bid volumes: 10000
2023-03-17 00:02:15.888706 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:15.889225 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:15.889239 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:16.010013 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:16.010048 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-17 00:02:16.010064 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 0; bid volumes: 0
2023-03-17 00:02:16.082167 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:16.082198 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:16.082210 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9000; bid prices: 146800; bid volumes: 13000
2023-03-17 00:02:16.082221 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:02:16.082224 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:02:16.082228 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 9908; bid prices: 146300; bid volumes: 10000
2023-03-17 00:02:16.082276 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-17 00:02:16.082366 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-17 00:02:16.082377 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-17 00:02:16.216286 [INFO   ] [CON] 'Exec' remote disconnect
2023-03-17 00:02:16.216317 [INFO   ] [AUTO] execution connection lost
2023-03-17 00:02:16.216329 [INFO   ] [CON] 'Info' closing
2023-03-17 00:02:16.216549 [INFO   ] [CON] 'Exec' closing
2023-03-17 00:03:25.521091 [INFO   ] [APP] application started
2023-03-17 00:03:25.521113 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-17 00:03:25.521344 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-17 00:03:25.521438 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-17 00:03:25.521473 [INFO   ] [BASE] logging in with teamname='TraderOne' and secret='secret'
2023-03-17 00:03:25.521567 [DEBUG  ] [CON] 'Exec' sent 103 bytes
2023-03-17 00:03:29.943686 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:29.943721 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:29.943746 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 1000; bid prices: 146900; bid volumes: 13000
2023-03-17 00:03:29.943757 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:29.943764 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:29.943776 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-17 00:03:30.227545 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:30.227579 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:30.227593 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 4000
2023-03-17 00:03:30.227601 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:30.227604 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:30.227607 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-17 00:03:30.479631 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:30.479672 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:30.479687 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10400; bid prices: 146000; bid volumes: 2000
2023-03-17 00:03:30.479695 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:30.479699 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:30.479715 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-17 00:03:30.657700 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-17 00:03:30.657757 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-17 00:03:30.657770 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 4000
